           
| x            | y            | z            | q             |
|0.000000              |0.000000              |0.000000              |1.000000             |
|1.000000              |0.000000              |0.000000              |1.000000             |
|2.000000              |0.000000              |0.000000              |1.000000             |
|3.000000              |0.000000              |0.000000              |1.000000             |
|4.000000              |0.000000              |0.000000              |1.000000             |
|5.000000              |0.000000              |0.000000              |1.000000             |
|6.000000              |0.000000              |0.000000              |1.000000             |
|7.000000              |0.000000              |0.000000              |1.000000             |
|8.000000              |0.000000              |0.000000              |1.000000             |
|9.000000              |0.000000              |0.000000              |1.000000             |
|10.000000              |0.000000              |0.000000              |1.000000             |
|0.000000              |1.000000              |0.000000              |1.000000             |
|1.000000              |1.000000              |0.000000              |1.000000             |
|2.000000              |1.000000              |0.000000              |0.999999             |
|3.000000              |1.000000              |0.000000              |0.999999             |
|4.000000              |1.000000              |0.000000              |0.999999             |
|5.000000              |1.000000              |0.000000              |0.999999             |
|6.000000              |1.000000              |0.000000              |1.000000             |
|7.000000              |1.000000              |0.000000              |1.000000             |
|8.000000              |1.000000              |0.000000              |1.000000             |
|9.000000              |1.000000              |0.000000              |1.000000             |
|10.000000              |1.000000              |0.000000              |1.000000             |
|0.000000              |2.000000              |0.000000              |1.000000             |
|1.000000              |2.000000              |0.000000              |0.999999             |
|2.000000              |2.000000              |0.000000              |0.999999             |
|3.000000              |2.000000              |0.000000              |0.999999             |
|4.000000              |2.000000              |0.000000              |0.999999             |
|5.000000              |2.000000              |0.000000              |0.999999             |
|6.000000              |2.000000              |0.000000              |0.999999             |
|7.000000              |2.000000              |0.000000              |1.000000             |
|8.000000              |2.000000              |0.000000              |1.000000             |
|9.000000              |2.000000              |0.000000              |1.000000             |
|10.000000              |2.000000              |0.000000              |1.000000             |
|0.000000              |3.000000              |0.000000              |1.000000             |
|1.000000              |3.000000              |0.000000              |0.999999             |
|2.000000              |3.000000              |0.000000              |0.999999             |
|8.000000              |3.000000              |0.000000              |1.000000             |
|9.000000              |3.000000              |0.000000              |1.000000             |
|10.000000              |3.000000              |0.000000              |1.000000             |
|0.000000              |4.000000              |0.000000              |1.000000             |
|1.000000              |4.000000              |0.000000              |0.999999             |
|2.000000              |4.000000              |0.000000              |0.999999             |
|8.000000              |4.000000              |0.000000              |1.000000             |
|9.000000              |4.000000              |0.000000              |1.000000             |
|10.000000              |4.000000              |0.000000              |1.000000             |
|0.000000              |5.000000              |0.000000              |1.000000             |
|1.000000              |5.000000              |0.000000              |0.999999             |
|2.000000              |5.000000              |0.000000              |0.999999             |
|8.000000              |5.000000              |0.000000              |0.999999             |
|9.000000              |5.000000              |0.000000              |1.000000             |
|10.000000              |5.000000              |0.000000              |1.000000             |
|0.000000              |6.000000              |0.000000              |1.000000             |
|1.000000              |6.000000              |0.000000              |1.000000             |
|2.000000              |6.000000              |0.000000              |0.999999             |
|8.000000              |6.000000              |0.000000              |0.999999             |
|9.000000              |6.000000              |0.000000              |0.999999             |
|10.000000              |6.000000              |0.000000              |1.000000             |
|0.000000              |7.000000              |0.000000              |1.000000             |
|1.000000              |7.000000              |0.000000              |1.000000             |
|2.000000              |7.000000              |0.000000              |1.000000             |
